content,score,at,case_folding,cleansing,tokenizing,stopword_removal,stemming,hasil_preprocessing
kecewa proses refund yg nunggu lama danternyata gagal dan harus nunggu lama lagi dan sekarang blipay nya malah ga bisa di buka,1,2023-06-10 10:02:58,kecewa proses refund yg nunggu lama danternyata gagal dan harus nunggu lama lagi dan sekarang blipay nya malah ga bisa di buka,kecewa proses refund yg nunggu lama danternyata gagal dan harus nunggu lama lagi dan sekarang blipay nya malah ga bisa di buka,"['kecewa', 'proses', 'refund', 'yg', 'nunggu', 'lama', 'danternyata', 'gagal', 'dan', 'harus', 'nunggu', 'lama', 'lagi', 'dan', 'sekarang', 'blipay', 'nya', 'malah', 'ga', 'bisa', 'di', 'buka']","['kecewa', 'proses', 'refund', 'yg', 'nunggu', 'lama', 'danternyata', 'gagal', 'nunggu', 'lama', 'sekarang', 'blipay', 'nya', 'malah', 'ga', 'buka']","['kecewa', 'proses', 'refund', 'yg', 'nunggu', 'lama', 'danternyata', 'gagal', 'nunggu', 'lama', 'sekarang', 'blipay', 'nya', 'malah', 'ga', 'buka']",kecewa proses refund yg nunggu lama danternyata gagal nunggu lama sekarang blipay nya malah ga buka
Sdh lbh 1 minggu permasalahan sy blm ada solusinya.,1,2023-06-09 21:17:05,sdh lbh 1 minggu permasalahan sy blm ada solusinya.,sdh lbh minggu permasalahan sy blm ada solusinya,"['sdh', 'lbh', 'minggu', 'permasalahan', 'sy', 'blm', 'ada', 'solusinya']","['sdh', 'lbh', 'minggu', 'permasalahan', 'sy', 'blm', 'solusinya']","['sdh', 'lbh', 'minggu', 'masalah', 'sy', 'blm', 'solusi']",sdh lbh minggu masalah sy blm solusi
"Sangat gampang digunakan, ketika kesusahan customer servicenya sangat membantu dan fast respon",5,2023-06-09 19:13:34,"sangat gampang digunakan, ketika kesusahan customer servicenya sangat membantu dan fast respon",sangat gampang digunakan ketika kesusahan customer servicenya sangat membantu dan fast respon,"['sangat', 'gampang', 'digunakan', 'ketika', 'kesusahan', 'customer', 'servicenya', 'sangat', 'membantu', 'dan', 'fast', 'respon']","['sangat', 'gampang', 'digunakan', 'kesusahan', 'customer', 'servicenya', 'sangat', 'membantu', 'fast', 'respon']","['sangat', 'gampang', 'guna', 'susah', 'customer', 'servicenya', 'sangat', 'bantu', 'fast', 'respon']",sangat gampang guna susah customer servicenya sangat bantu fast respon
"Opsi bis dan travel ga berfungsi. Yg fast respons cuma tiket pesawat, kereta dan hotel. Sisanya lelet.",1,2023-06-09 12:39:04,"opsi bis dan travel ga berfungsi. yg fast respons cuma tiket pesawat, kereta dan hotel. sisanya lelet.",opsi bis dan travel ga berfungsi yg fast respons cuma tiket pesawat kereta dan hotel sisanya lelet,"['opsi', 'bis', 'dan', 'travel', 'ga', 'berfungsi', 'yg', 'fast', 'respons', 'cuma', 'tiket', 'pesawat', 'kereta', 'dan', 'hotel', 'sisanya', 'lelet']","['opsi', 'bis', 'travel', 'ga', 'berfungsi', 'yg', 'fast', 'respons', 'cuma', 'tiket', 'pesawat', 'kereta', 'hotel', 'sisanya', 'lelet']","['opsi', 'bis', 'travel', 'ga', 'fungsi', 'yg', 'fast', 'respons', 'cuma', 'tiket', 'pesawat', 'kereta', 'hotel', 'sisa', 'lelet']",opsi bis travel ga fungsi yg fast respons cuma tiket pesawat kereta hotel sisa lelet
Ga nalar 2 menit habis,1,2023-06-08 20:11:21,ga nalar 2 menit habis,ga nalar menit habis,"['ga', 'nalar', 'menit', 'habis']","['ga', 'nalar', 'menit', 'habis']","['ga', 'nalar', 'menit', 'habis']",ga nalar menit habis
Lemot,3,2023-06-08 17:30:53,lemot,lemot,['lemot'],['lemot'],['lot'],lot
Apakah ada kemungkinan penipuan jika bayar DP dulu untuk boking villa?,5,2023-06-08 05:39:33,apakah ada kemungkinan penipuan jika bayar dp dulu untuk boking villa?,apakah ada kemungkinan penipuan jika bayar dp dulu untuk boking villa,"['apakah', 'ada', 'kemungkinan', 'penipuan', 'jika', 'bayar', 'dp', 'dulu', 'untuk', 'boking', 'villa']","['kemungkinan', 'penipuan', 'bayar', 'dp', 'dulu', 'boking', 'villa']","['mungkin', 'tipu', 'bayar', 'dp', 'dulu', 'boking', 'villa']",mungkin tipu bayar dp dulu boking villa
Gua udah 3 kali nge war gak dapet dapet Padahal tinggal sedikit lagi Payah nih tiket com,1,2023-06-08 00:55:14,gua udah 3 kali nge war gak dapet dapet padahal tinggal sedikit lagi payah nih tiket com,gua udah kali nge war gak dapet dapet padahal tinggal sedikit lagi payah nih tiket com,"['gua', 'udah', 'kali', 'nge', 'war', 'gak', 'dapet', 'dapet', 'padahal', 'tinggal', 'sedikit', 'lagi', 'payah', 'nih', 'tiket', 'com']","['gua', 'udah', 'kali', 'nge', 'war', 'gak', 'dapet', 'dapet', 'padahal', 'tinggal', 'sedikit', 'payah', 'nih', 'tiket', 'com']","['gua', 'udah', 'kali', 'nge', 'war', 'gak', 'dapet', 'dapet', 'padahal', 'tinggal', 'sedikit', 'payah', 'nih', 'tiket', 'com']",gua udah kali nge war gak dapet dapet padahal tinggal sedikit payah nih tiket com
Mantap. Memiliki tanggung jawab yang baik kepada pengguna aplikasi.,5,2023-06-07 21:38:50,mantap. memiliki tanggung jawab yang baik kepada pengguna aplikasi.,mantap memiliki tanggung jawab yang baik kepada pengguna aplikasi,"['mantap', 'memiliki', 'tanggung', 'jawab', 'yang', 'baik', 'kepada', 'pengguna', 'aplikasi']","['mantap', 'memiliki', 'tanggung', 'jawab', 'baik', 'pengguna', 'aplikasi']","['mantap', 'milik', 'tanggung', 'jawab', 'baik', 'guna', 'aplikasi']",mantap milik tanggung jawab baik guna aplikasi
"""Perangkat tidak didukung untuk melanjutkan aplikasi tiket paylater"". Maksudnya apa? Tidak ada penjelasan lebih!",5,2023-06-07 13:10:52,"""perangkat tidak didukung untuk melanjutkan aplikasi tiket paylater"". maksudnya apa? tidak ada penjelasan lebih!",perangkat tidak didukung untuk melanjutkan aplikasi tiket paylater maksudnya apa tidak ada penjelasan lebih,"['perangkat', 'tidak', 'didukung', 'untuk', 'melanjutkan', 'aplikasi', 'tiket', 'paylater', 'maksudnya', 'apa', 'tidak', 'ada', 'penjelasan', 'lebih']","['perangkat', 'didukung', 'melanjutkan', 'aplikasi', 'tiket', 'paylater', 'maksudnya', 'apa', 'penjelasan', 'lebih']","['perangkat', 'dukung', 'lanjut', 'aplikasi', 'tiket', 'paylater', 'maksud', 'apa', 'jelas', 'lebih']",perangkat dukung lanjut aplikasi tiket paylater maksud apa jelas lebih
males banget tiket udah di depan mata pas pembayaran error mulu. mending make apk lain,1,2023-06-07 12:43:39,males banget tiket udah di depan mata pas pembayaran error mulu. mending make apk lain,males banget tiket udah di depan mata pas pembayaran error mulu mending make apk lain,"['males', 'banget', 'tiket', 'udah', 'di', 'depan', 'mata', 'pas', 'pembayaran', 'error', 'mulu', 'mending', 'make', 'apk', 'lain']","['males', 'banget', 'tiket', 'udah', 'depan', 'mata', 'pas', 'pembayaran', 'error', 'mulu', 'mending', 'make', 'apk']","['males', 'banget', 'tiket', 'udah', 'depan', 'mata', 'pas', 'bayar', 'error', 'mulu', 'mending', 'make', 'apk']",males banget tiket udah depan mata pas bayar error mulu mending make apk
"Tinggal melakukan pembayaran kenapa tidak bisa lanjut terus, terutama di event"" besar sudah ke 3x ini di kecewakan, tolong hilangkan bot"" sistem, kasihan orang yg pingin nonton beneran",1,2023-06-07 12:38:00,"tinggal melakukan pembayaran kenapa tidak bisa lanjut terus, terutama di event"" besar sudah ke 3x ini di kecewakan, tolong hilangkan bot"" sistem, kasihan orang yg pingin nonton beneran",tinggal melakukan pembayaran kenapa tidak bisa lanjut terus terutama di event besar sudah ke x ini di kecewakan tolong hilangkan bot sistem kasihan orang yg pingin nonton beneran,"['tinggal', 'melakukan', 'pembayaran', 'kenapa', 'tidak', 'bisa', 'lanjut', 'terus', 'terutama', 'di', 'event', 'besar', 'sudah', 'ke', 'x', 'ini', 'di', 'kecewakan', 'tolong', 'hilangkan', 'bot', 'sistem', 'kasihan', 'orang', 'yg', 'pingin', 'nonton', 'beneran']","['tinggal', 'melakukan', 'pembayaran', 'lanjut', 'terus', 'terutama', 'event', 'besar', 'x', 'kecewakan', 'hilangkan', 'bot', 'sistem', 'kasihan', 'orang', 'yg', 'pingin', 'nonton', 'beneran']","['tinggal', 'laku', 'bayar', 'lanjut', 'terus', 'utama', 'event', 'besar', 'x', 'kecewa', 'hilang', 'bot', 'sistem', 'kasihan', 'orang', 'yg', 'pingin', 'nonton', 'beneran']",tinggal laku bayar lanjut terus utama event besar x kecewa hilang bot sistem kasihan orang yg pingin nonton beneran
Babi,1,2023-06-07 12:19:56,babi,babi,['babi'],['babi'],['babi'],babi
"Sangat buruk, setiap membeli tiket tidak bisa melakukan pembayaran. Gagal melulu setiap melakukan pembayaran.",1,2023-06-07 12:13:47,"sangat buruk, setiap membeli tiket tidak bisa melakukan pembayaran. gagal melulu setiap melakukan pembayaran.",sangat buruk setiap membeli tiket tidak bisa melakukan pembayaran gagal melulu setiap melakukan pembayaran,"['sangat', 'buruk', 'setiap', 'membeli', 'tiket', 'tidak', 'bisa', 'melakukan', 'pembayaran', 'gagal', 'melulu', 'setiap', 'melakukan', 'pembayaran']","['sangat', 'buruk', 'membeli', 'tiket', 'melakukan', 'pembayaran', 'gagal', 'melulu', 'melakukan', 'pembayaran']","['sangat', 'buruk', 'beli', 'tiket', 'laku', 'bayar', 'gagal', 'melulu', 'laku', 'bayar']",sangat buruk beli tiket laku bayar gagal melulu laku bayar
Slalu eror ketika beli tiket,1,2023-06-07 12:07:18,slalu eror ketika beli tiket,slalu eror ketika beli tiket,"['slalu', 'eror', 'ketika', 'beli', 'tiket']","['slalu', 'eror', 'beli', 'tiket']","['slalu', 'eror', 'beli', 'tiket']",slalu eror beli tiket
mantap,5,2023-06-07 11:53:38,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
"lepas tangan masalah refund gudfest yg batal, tidak ada solusi, pdhl beli tiketnya di mereka",1,2023-06-07 10:52:02,"lepas tangan masalah refund gudfest yg batal, tidak ada solusi, pdhl beli tiketnya di mereka",lepas tangan masalah refund gudfest yg batal tidak ada solusi pdhl beli tiketnya di mereka,"['lepas', 'tangan', 'masalah', 'refund', 'gudfest', 'yg', 'batal', 'tidak', 'ada', 'solusi', 'pdhl', 'beli', 'tiketnya', 'di', 'mereka']","['lepas', 'tangan', 'masalah', 'refund', 'gudfest', 'yg', 'batal', 'solusi', 'pdhl', 'beli', 'tiketnya']","['lepas', 'tangan', 'masalah', 'refund', 'gudfest', 'yg', 'batal', 'solusi', 'pdhl', 'beli', 'tiket']",lepas tangan masalah refund gudfest yg batal solusi pdhl beli tiket
Memudahkan,5,2023-06-07 09:35:56,memudahkan,memudahkan,['memudahkan'],['memudahkan'],['mudah'],mudah
Bagus bingittttsss,5,2023-06-07 00:50:50,bagus bingittttsss,bagus bingittttsss,"['bagus', 'bingittttsss']","['bagus', 'bingittttsss']","['bagus', 'bingittttsss']",bagus bingittttsss
"saya memesan tiket untuk tanggal 7 malah keluar tanggal 6, saya sudah membayar dan tiket hangus begitu saja, saya sudah ajukan kesalahan apk ke customer care nya dan pada pihak maskapai hingga sujud & berlutut tapi tidak ada kabar, saya sampai memohon karna saya tidak cukup uang beli tiket lagi, sakit hati saya karna ada orang tua saya juga ikut menangis.",1,2023-06-06 22:16:29,"saya memesan tiket untuk tanggal 7 malah keluar tanggal 6, saya sudah membayar dan tiket hangus begitu saja, saya sudah ajukan kesalahan apk ke customer care nya dan pada pihak maskapai hingga sujud & berlutut tapi tidak ada kabar, saya sampai memohon karna saya tidak cukup uang beli tiket lagi, sakit hati saya karna ada orang tua saya juga ikut menangis.",saya memesan tiket untuk tanggal malah keluar tanggal saya sudah membayar dan tiket hangus begitu saja saya sudah ajukan kesalahan apk ke customer care nya dan pada pihak maskapai hingga sujud berlutut tapi tidak ada kabar saya sampai memohon karna saya tidak cukup uang beli tiket lagi sakit hati saya karna ada orang tua saya juga ikut menangis,"['saya', 'memesan', 'tiket', 'untuk', 'tanggal', 'malah', 'keluar', 'tanggal', 'saya', 'sudah', 'membayar', 'dan', 'tiket', 'hangus', 'begitu', 'saja', 'saya', 'sudah', 'ajukan', 'kesalahan', 'apk', 'ke', 'customer', 'care', 'nya', 'dan', 'pada', 'pihak', 'maskapai', 'hingga', 'sujud', 'berlutut', 'tapi', 'tidak', 'ada', 'kabar', 'saya', 'sampai', 'memohon', 'karna', 'saya', 'tidak', 'cukup', 'uang', 'beli', 'tiket', 'lagi', 'sakit', 'hati', 'saya', 'karna', 'ada', 'orang', 'tua', 'saya', 'juga', 'ikut', 'menangis']","['memesan', 'tiket', 'tanggal', 'malah', 'keluar', 'tanggal', 'membayar', 'tiket', 'hangus', 'ajukan', 'kesalahan', 'apk', 'customer', 'care', 'nya', 'pihak', 'maskapai', 'hingga', 'sujud', 'berlutut', 'kabar', 'memohon', 'karna', 'cukup', 'uang', 'beli', 'tiket', 'sakit', 'hati', 'karna', 'orang', 'tua', 'ikut', 'menangis']","['mes', 'tiket', 'tanggal', 'malah', 'keluar', 'tanggal', 'bayar', 'tiket', 'hangus', 'aju', 'salah', 'apk', 'customer', 'care', 'nya', 'pihak', 'maskapai', 'hingga', 'sujud', 'lutut', 'kabar', 'mohon', 'karna', 'cukup', 'uang', 'beli', 'tiket', 'sakit', 'hati', 'karna', 'orang', 'tua', 'ikut', 'menang']",mes tiket tanggal malah keluar tanggal bayar tiket hangus aju salah apk customer care nya pihak maskapai hingga sujud lutut kabar mohon karna cukup uang beli tiket sakit hati karna orang tua ikut menang
Terpercaya dan terbaik ......,5,2023-06-06 20:24:22,terpercaya dan terbaik ......,terpercaya dan terbaik,"['terpercaya', 'dan', 'terbaik']","['terpercaya', 'terbaik']","['percaya', 'baik']",percaya baik
Nunggu buka pas klik pesan ada pembatasan 500 orang klik coba berulang ulang tau tau habis,1,2023-06-06 16:07:22,nunggu buka pas klik pesan ada pembatasan 500 orang klik coba berulang ulang tau tau habis,nunggu buka pas klik pesan ada pembatasan orang klik coba berulang ulang tau tau habis,"['nunggu', 'buka', 'pas', 'klik', 'pesan', 'ada', 'pembatasan', 'orang', 'klik', 'coba', 'berulang', 'ulang', 'tau', 'tau', 'habis']","['nunggu', 'buka', 'pas', 'klik', 'pesan', 'pembatasan', 'orang', 'klik', 'coba', 'berulang', 'ulang', 'tau', 'tau', 'habis']","['nunggu', 'buka', 'pas', 'klik', 'pesan', 'batas', 'orang', 'klik', 'coba', 'ulang', 'ulang', 'tau', 'tau', 'habis']",nunggu buka pas klik pesan batas orang klik coba ulang ulang tau tau habis
Sangat membantu,5,2023-06-06 13:16:44,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu
Buruk ticketing ina vs argent 😱,1,2023-06-06 12:43:20,buruk ticketing ina vs argent 😱,buruk ticketing ina vs argent,"['buruk', 'ticketing', 'ina', 'vs', 'argent']","['buruk', 'ticketing', 'ina', 'vs', 'argent']","['buruk', 'ticketing', 'ina', 'vs', 'argent']",buruk ticketing ina vs argent
"Payah, pesan tiket bola gangguan, pas lancar, eeeh malah habis",1,2023-06-06 12:18:06,"payah, pesan tiket bola gangguan, pas lancar, eeeh malah habis",payah pesan tiket bola gangguan pas lancar eeeh malah habis,"['payah', 'pesan', 'tiket', 'bola', 'gangguan', 'pas', 'lancar', 'eeeh', 'malah', 'habis']","['payah', 'pesan', 'tiket', 'bola', 'gangguan', 'pas', 'lancar', 'eeeh', 'malah', 'habis']","['payah', 'pesan', 'tiket', 'bola', 'ganggu', 'pas', 'lancar', 'eeeh', 'malah', 'habis']",payah pesan tiket bola ganggu pas lancar eeeh malah habis
Semoga mnjdi tiket online amanah,4,2023-06-06 11:04:25,semoga mnjdi tiket online amanah,semoga mnjdi tiket online amanah,"['semoga', 'mnjdi', 'tiket', 'online', 'amanah']","['semoga', 'mnjdi', 'tiket', 'online', 'amanah']","['moga', 'mnjdi', 'tiket', 'online', 'amanah']",moga mnjdi tiket online amanah
Biaya reschedule pesawat terlalu mahal masih di bandingkan platform lain,4,2023-06-06 08:40:07,biaya reschedule pesawat terlalu mahal masih di bandingkan platform lain,biaya reschedule pesawat terlalu mahal masih di bandingkan platform lain,"['biaya', 'reschedule', 'pesawat', 'terlalu', 'mahal', 'masih', 'di', 'bandingkan', 'platform', 'lain']","['biaya', 'reschedule', 'pesawat', 'terlalu', 'mahal', 'bandingkan', 'platform']","['biaya', 'reschedule', 'pesawat', 'terlalu', 'mahal', 'banding', 'platform']",biaya reschedule pesawat terlalu mahal banding platform
Top,5,2023-06-05 21:34:45,top,top,['top'],['top'],['top'],top
Gk bisa mabar sama temen,1,2023-06-05 21:01:00,gk bisa mabar sama temen,gk bisa mabar sama temen,"['gk', 'bisa', 'mabar', 'sama', 'temen']","['gk', 'mabar', 'sama', 'temen']","['gk', 'mabar', 'sama', 'temen']",gk mabar sama temen
"Untuk paylater jangan kerjasama dengan indodana, karena pelit dan sombong bukti nya susah untuk di ACC.",1,2023-06-05 20:57:24,"untuk paylater jangan kerjasama dengan indodana, karena pelit dan sombong bukti nya susah untuk di acc.",untuk paylater jangan kerjasama dengan indodana karena pelit dan sombong bukti nya susah untuk di acc,"['untuk', 'paylater', 'jangan', 'kerjasama', 'dengan', 'indodana', 'karena', 'pelit', 'dan', 'sombong', 'bukti', 'nya', 'susah', 'untuk', 'di', 'acc']","['paylater', 'jangan', 'kerjasama', 'indodana', 'pelit', 'sombong', 'bukti', 'nya', 'susah', 'acc']","['paylater', 'jangan', 'kerjasama', 'indodana', 'pelit', 'sombong', 'bukti', 'nya', 'susah', 'acc']",paylater jangan kerjasama indodana pelit sombong bukti nya susah acc
"Sangat mengecewakan saya sudah download aplikasinya. Akan tetapi mencari jadwal penerbangan tidak ada sama sekali, saya di suruh mencari tanggal penerbangan, sudah saya lakukan tetapi hasil nya nihil. Pada saat saya mencari jadwal penerbangan melalui web. Banyak sekali pilihan penerbangan yang bisa saya pilih. Saya berpikir sedikit aneh, dari developer memyediakan aplikasi yang sudah memakan memori hp, akan tetapi tidak bisa di gunakan sama sekali.",1,2023-06-05 18:16:58,"sangat mengecewakan saya sudah download aplikasinya. akan tetapi mencari jadwal penerbangan tidak ada sama sekali, saya di suruh mencari tanggal penerbangan, sudah saya lakukan tetapi hasil nya nihil. pada saat saya mencari jadwal penerbangan melalui web. banyak sekali pilihan penerbangan yang bisa saya pilih. saya berpikir sedikit aneh, dari developer memyediakan aplikasi yang sudah memakan memori hp, akan tetapi tidak bisa di gunakan sama sekali.",sangat mengecewakan saya sudah download aplikasinya akan tetapi mencari jadwal penerbangan tidak ada sama sekali saya di suruh mencari tanggal penerbangan sudah saya lakukan tetapi hasil nya nihil pada saat saya mencari jadwal penerbangan melalui web banyak sekali pilihan penerbangan yang bisa saya pilih saya berpikir sedikit aneh dari developer memyediakan aplikasi yang sudah memakan memori hp akan tetapi tidak bisa di gunakan sama sekali,"['sangat', 'mengecewakan', 'saya', 'sudah', 'download', 'aplikasinya', 'akan', 'tetapi', 'mencari', 'jadwal', 'penerbangan', 'tidak', 'ada', 'sama', 'sekali', 'saya', 'di', 'suruh', 'mencari', 'tanggal', 'penerbangan', 'sudah', 'saya', 'lakukan', 'tetapi', 'hasil', 'nya', 'nihil', 'pada', 'saat', 'saya', 'mencari', 'jadwal', 'penerbangan', 'melalui', 'web', 'banyak', 'sekali', 'pilihan', 'penerbangan', 'yang', 'bisa', 'saya', 'pilih', 'saya', 'berpikir', 'sedikit', 'aneh', 'dari', 'developer', 'memyediakan', 'aplikasi', 'yang', 'sudah', 'memakan', 'memori', 'hp', 'akan', 'tetapi', 'tidak', 'bisa', 'di', 'gunakan', 'sama', 'sekali']","['sangat', 'mengecewakan', 'download', 'aplikasinya', 'mencari', 'jadwal', 'penerbangan', 'sama', 'sekali', 'suruh', 'mencari', 'tanggal', 'penerbangan', 'lakukan', 'hasil', 'nya', 'nihil', 'mencari', 'jadwal', 'penerbangan', 'melalui', 'web', 'banyak', 'sekali', 'pilihan', 'penerbangan', 'pilih', 'berpikir', 'sedikit', 'aneh', 'developer', 'memyediakan', 'aplikasi', 'memakan', 'memori', 'hp', 'gunakan', 'sama', 'sekali']","['sangat', 'kecewa', 'download', 'aplikasi', 'cari', 'jadwal', 'terbang', 'sama', 'sekali', 'suruh', 'cari', 'tanggal', 'terbang', 'laku', 'hasil', 'nya', 'nihil', 'cari', 'jadwal', 'terbang', 'lalu', 'web', 'banyak', 'sekali', 'pilih', 'terbang', 'pilih', 'pikir', 'sedikit', 'aneh', 'developer', 'memyediakan', 'aplikasi', 'makan', 'memori', 'hp', 'guna', 'sama', 'sekali']",sangat kecewa download aplikasi cari jadwal terbang sama sekali suruh cari tanggal terbang laku hasil nya nihil cari jadwal terbang lalu web banyak sekali pilih terbang pilih pikir sedikit aneh developer memyediakan aplikasi makan memori hp guna sama sekali
Tolong refund nya jangab di mundur 2 rin terus . Waktu sudah 1 bulan lebih ga di proses kirim refund nya .udah di potong banyak ...masih juga refund nya lama . Dioper sana sini...,1,2023-06-05 17:22:05,tolong refund nya jangab di mundur 2 rin terus . waktu sudah 1 bulan lebih ga di proses kirim refund nya .udah di potong banyak ...masih juga refund nya lama . dioper sana sini...,tolong refund nya jangab di mundur rin terus waktu sudah bulan lebih ga di proses kirim refund nya udah di potong banyak masih juga refund nya lama dioper sana sini,"['tolong', 'refund', 'nya', 'jangab', 'di', 'mundur', 'rin', 'terus', 'waktu', 'sudah', 'bulan', 'lebih', 'ga', 'di', 'proses', 'kirim', 'refund', 'nya', 'udah', 'di', 'potong', 'banyak', 'masih', 'juga', 'refund', 'nya', 'lama', 'dioper', 'sana', 'sini']","['refund', 'nya', 'jangab', 'mundur', 'rin', 'terus', 'waktu', 'bulan', 'lebih', 'ga', 'proses', 'kirim', 'refund', 'nya', 'udah', 'potong', 'banyak', 'refund', 'nya', 'lama', 'dioper', 'sana', 'sini']","['refund', 'nya', 'jangab', 'mundur', 'rin', 'terus', 'waktu', 'bulan', 'lebih', 'ga', 'proses', 'kirim', 'refund', 'nya', 'udah', 'potong', 'banyak', 'refund', 'nya', 'lama', 'oper', 'sana', 'sini']",refund nya jangab mundur rin terus waktu bulan lebih ga proses kirim refund nya udah potong banyak refund nya lama oper sana sini
